title,filename,tm,edcs,uri,doi,edr,phi,epicum,term_key_0,term_ref_0,term_text_0,term_cert_0,0,0,term_key_1,term_ref_1,term_text_1
I.Sicily inscription 1430,isic1430,284788,41300040,http://sicily.classics.ox.ac.uk/inscription/isic1430,10.5281/zenodo.4354007,105446,333371,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication,,,,,,
I.Sicily inscription 1432,isic1432,285049,64900779,http://sicily.classics.ox.ac.uk/inscription/isic1432,10.5281/zenodo.4354015,,175611,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,"honorific; signature
                        (?)",,,,,,
I.Sicily inscription 1433,isic1433,644976,64800227,http://sicily.classics.ox.ac.uk/inscription/isic1433,10.5281/zenodo.4385926,,330077,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1434,isic1434,644977,64800229,http://sicily.classics.ox.ac.uk/inscription/isic1434,10.5281/zenodo.4385928,,330078,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1435,isic1435,644978,64800228,http://sicily.classics.ox.ac.uk/inscription/isic1435,10.5281/zenodo.4385930,,333756,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1436,isic1436,644979,64800231,http://sicily.classics.ox.ac.uk/inscription/isic1436,10.5281/zenodo.4385932,,331813,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1437,isic1437,644980,,http://sicily.classics.ox.ac.uk/inscription/isic1437,10.5281/zenodo.4385934,,330372,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication,,,,,,
I.Sicily inscription 1438,isic1438,644981,64800234,http://sicily.classics.ox.ac.uk/inscription/isic1438,10.5281/zenodo.4385936,,330085,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1439,isic1439,644982,64800232,http://sicily.classics.ox.ac.uk/inscription/isic1439,10.5281/zenodo.4385938,,330082,,epigram,http://www.eagle-network.eu/voc/typeins/lod/368.html,epigram,,,,,,
I.Sicily inscription 1440,isic1440,285093,41300050,http://sicily.classics.ox.ac.uk/inscription/isic1440,10.5281/zenodo.4354019,120881,175661,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication,,,,,,
I.Sicily inscription 1441,isic1441,285089,41300041,http://sicily.classics.ox.ac.uk/inscription/isic1441,10.5281/zenodo.4354023,120812,175652,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication,,,,,,
I.Sicily inscription 1442,isic1442,285091,41300047,http://sicily.classics.ox.ac.uk/inscription/isic1442,10.5281/zenodo.4354029,120821,175658,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication,,,,,,
I.Sicily inscription 1443,isic1443,285094,41300051,http://sicily.classics.ox.ac.uk/inscription/isic1443,10.5281/zenodo.4354033,120882,175662,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication,,,,,,
I.Sicily inscription 1444,isic1444,285096,41300042,http://sicily.classics.ox.ac.uk/inscription/isic1444,10.5281/zenodo.4354036,120803,329931,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication,,,,,,
I.Sicily inscription 1445,isic1445,285090,64800270,http://sicily.classics.ox.ac.uk/inscription/isic1445,10.5281/zenodo.4354040,120814,329930,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication,,,,,,
I.Sicily inscription 1446,isic1446,493909,41300052,http://sicily.classics.ox.ac.uk/inscription/isic1446,10.5281/zenodo.4354044,120883,175663,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication,,,,,,
I.Sicily inscription 1447,isic1447,285097,64800264,http://sicily.classics.ox.ac.uk/inscription/isic1447,10.5281/zenodo.4354048,120818,175657,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication,,,,,,
I.Sicily inscription 1448,isic1448,285092,64800266,http://sicily.classics.ox.ac.uk/inscription/isic1448,10.5281/zenodo.4354052,120877,175659,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication,,,,,,
I.Sicily inscription 1449,isic1449,494020,41300044,http://sicily.classics.ox.ac.uk/inscription/isic1449,10.5281/zenodo.4354056,120706,330100,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication,,,,,,
I.Sicily inscription 1450,isic1450,285078,41300037,http://sicily.classics.ox.ac.uk/inscription/isic1450,10.5281/zenodo.4354058,107416,175646,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication,,,,,,
I.Sicily inscription 1451,isic1451,285080,41300039,http://sicily.classics.ox.ac.uk/inscription/isic1451,10.5281/zenodo.4354064,107436,175649,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication,,,,,,
I.Sicily inscription 1452,isic1452,284891,64800240,http://sicily.classics.ox.ac.uk/inscription/isic1452,10.5281/zenodo.4354068,112121,175671,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1453,isic1453,284898,64800243,http://sicily.classics.ox.ac.uk/inscription/isic1453,10.5281/zenodo.4354070,112429,175678,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1454,isic1454,284893,64800245,http://sicily.classics.ox.ac.uk/inscription/isic1454,10.5281/zenodo.4354074,112420,175691,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1455,isic1455,284903,41300083,http://sicily.classics.ox.ac.uk/inscription/isic1455,10.5281/zenodo.4354078,112485,175697,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1456,isic1456,284904,41300084,http://sicily.classics.ox.ac.uk/inscription/isic1456,10.5281/zenodo.4354082,112486,175698,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1457,isic1457,284909,64800250,http://sicily.classics.ox.ac.uk/inscription/isic1457,10.5281/zenodo.4354086,112417,175677,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1458,isic1458,284895,64800248,http://sicily.classics.ox.ac.uk/inscription/isic1458,10.5281/zenodo.4354090,112423,175674,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1459,isic1459,284900,64800252,http://sicily.classics.ox.ac.uk/inscription/isic1459,10.5281/zenodo.4354092,112477,175690,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1460,isic1460,284892,64800255,http://sicily.classics.ox.ac.uk/inscription/isic1460,10.5281/zenodo.4354096,112234,175695,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1461,isic1461,284906,64800253,http://sicily.classics.ox.ac.uk/inscription/isic1461,10.5281/zenodo.4354102,112553,175693,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1462,isic1462,284897,64800251,http://sicily.classics.ox.ac.uk/inscription/isic1462,10.5281/zenodo.4354106,112428,175683,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1463,isic1463,284890,64800241,http://sicily.classics.ox.ac.uk/inscription/isic1463,10.5281/zenodo.4354110,112120,175673,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1464,isic1464,284911,64700406,http://sicily.classics.ox.ac.uk/inscription/isic1464,10.5281/zenodo.4354112,108690,330102,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1465,isic1465,284883,64700405,http://sicily.classics.ox.ac.uk/inscription/isic1465,10.5281/zenodo.4354116,108694,330101,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1466,isic1466,284886,64800242,http://sicily.classics.ox.ac.uk/inscription/isic1466,10.5281/zenodo.4354120,108965,175676,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1467,isic1467,284884,64700408,http://sicily.classics.ox.ac.uk/inscription/isic1467,10.5281/zenodo.4354126,108695,330382,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1468,isic1468,284885,64700407,http://sicily.classics.ox.ac.uk/inscription/isic1468,10.5281/zenodo.4354130,108696,175680,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1469,isic1469,284889,64800244,http://sicily.classics.ox.ac.uk/inscription/isic1469,10.5281/zenodo.4354134,109254,175688,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1470,isic1470,284912,64700409,http://sicily.classics.ox.ac.uk/inscription/isic1470,10.5281/zenodo.4354143,108697,175692,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1471,isic1471,284908,64800256,http://sicily.classics.ox.ac.uk/inscription/isic1471,10.5281/zenodo.4354147,,330098,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication,,,,,,
I.Sicily inscription 1472,isic1472,285070,64900710,http://sicily.classics.ox.ac.uk/inscription/isic1472,10.5281/zenodo.4354151,107987,330713,,,,(?),,,,,,
I.Sicily inscription 1473,isic1473,644983,,http://sicily.classics.ox.ac.uk/inscription/isic1473,10.5281/zenodo.4354155,,330151,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1474,isic1474,644984,,http://sicily.classics.ox.ac.uk/inscription/isic1474,10.5281/zenodo.4385942,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1475,isic1475,644985,,http://sicily.classics.ox.ac.uk/inscription/isic1475,10.5281/zenodo.4385944,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1476,isic1476,644986,,http://sicily.classics.ox.ac.uk/inscription/isic1476,10.5281/zenodo.4385946,,,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,honorific,,,,,,
I.Sicily inscription 1477,isic1477,644987,,http://sicily.classics.ox.ac.uk/inscription/isic1477,10.5281/zenodo.4385948,,,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication,,,,,,
I.Sicily inscription 1478,isic1478,644988,,http://sicily.classics.ox.ac.uk/inscription/isic1478,10.5281/zenodo.4385950,,175430,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1479,isic1479,644989,70900789,http://sicily.classics.ox.ac.uk/inscription/isic1479,10.5281/zenodo.4385952,,331204,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1480,isic1480,644990,70900786,http://sicily.classics.ox.ac.uk/inscription/isic1480,10.5281/zenodo.4385954,,330700,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary (?),,,,,,
I.Sicily inscription 1481,isic1481,644991,,http://sicily.classics.ox.ac.uk/inscription/isic1481,10.5281/zenodo.4354159,,331215,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1482,isic1482,493902,41300020,http://sicily.classics.ox.ac.uk/inscription/isic1482,10.5281/zenodo.4354163,137466,175609,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1483,isic1483,285061,,http://sicily.classics.ox.ac.uk/inscription/isic1483,10.5281/zenodo.4385956,,329977,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary; dedication,,,,,,
I.Sicily inscription 1484,isic1484,644992,,http://sicily.classics.ox.ac.uk/inscription/isic1484,10.5281/zenodo.4385958,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1485,isic1485,644993,,http://sicily.classics.ox.ac.uk/inscription/isic1485,10.5281/zenodo.4385960,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1486,isic1486,493905,41300034,http://sicily.classics.ox.ac.uk/inscription/isic1486,10.5281/zenodo.4354167,,175632,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,"dedication;
                        funerary",,,,,,
I.Sicily inscription 1488,isic1488,644994,,http://sicily.classics.ox.ac.uk/inscription/isic1488,10.5281/zenodo.4354171,136008,336044,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
Dedication to Hermes,isic1489,644995,,http://sicily.classics.ox.ac.uk/inscription/isic1489,10.5281/zenodo.4354175,136102,329602,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication,,,,,,
I.Sicily inscription 1490,isic1490,644996,,http://sicily.classics.ox.ac.uk/inscription/isic1490,10.5281/zenodo.4385962,,,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication,,,,,,
I.Sicily inscription 1491,isic1491,644997,,http://sicily.classics.ox.ac.uk/inscription/isic1491,10.5281/zenodo.4385964,,336905,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication,,,,,,
Epitaph for Aisaris Sattaras,isic1492,493876,38200027,http://sicily.classics.ox.ac.uk/inscription/isic1492,10.5281/zenodo.4354179,,313673,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1493,isic1493,493877,38200028,http://sicily.classics.ox.ac.uk/inscription/isic1493,10.5281/zenodo.4354181,,313675,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1494,isic1494,493875,38200026,http://sicily.classics.ox.ac.uk/inscription/isic1494,10.5281/zenodo.4385966,,313672,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
Epitaph for Caius Terentius Symphorus,isic1497,175832,14805798,http://sicily.classics.ox.ac.uk/inscription/isic1497,10.5281/zenodo.4354185,073509,313639,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1498,isic1498,493851,38200009,http://sicily.classics.ox.ac.uk/inscription/isic1498,10.5281/zenodo.4354189,,331792,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1499,isic1499,645000,,http://sicily.classics.ox.ac.uk/inscription/isic1499,10.5281/zenodo.4385968,,334805,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1500,isic1500,645001,,http://sicily.classics.ox.ac.uk/inscription/isic1500,10.5281/zenodo.4354193,,334224,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1501,isic1501,645002,,http://sicily.classics.ox.ac.uk/inscription/isic1501,10.5281/zenodo.4354239,,334251,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1502,isic1502,645003,,http://sicily.classics.ox.ac.uk/inscription/isic1502,10.5281/zenodo.4386061,,334823,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1503,isic1503,645004,,http://sicily.classics.ox.ac.uk/inscription/isic1503,10.5281/zenodo.4354243,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1504,isic1504,645005,,http://sicily.classics.ox.ac.uk/inscription/isic1504,10.5281/zenodo.4386063,,334826,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1505,isic1505,645006,,http://sicily.classics.ox.ac.uk/inscription/isic1505,10.5281/zenodo.4386067,,334854,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1506,isic1506,645007,,http://sicily.classics.ox.ac.uk/inscription/isic1506,10.5281/zenodo.4386071,,334566,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1507,isic1507,645008,,http://sicily.classics.ox.ac.uk/inscription/isic1507,10.5281/zenodo.4386075,,334288,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1508,isic1508,645009,,http://sicily.classics.ox.ac.uk/inscription/isic1508,10.5281/zenodo.4354247,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1509,isic1509,645010,,http://sicily.classics.ox.ac.uk/inscription/isic1509,10.5281/zenodo.4386081,,,,building,http://www.eagle-network.eu/voc/typeins/lod/86.html,building,,,,,,
I.Sicily inscription 1510,isic1510,645011,,http://sicily.classics.ox.ac.uk/inscription/isic1510,10.5281/zenodo.4386085,,,,building,http://www.eagle-network.eu/voc/typeins/lod/86.html,building (?),,,,,,
I.Sicily inscription 1511,isic1511,645012,,http://sicily.classics.ox.ac.uk/inscription/isic1511,10.5281/zenodo.4386089,,,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication,,,,,,
I.Sicily inscription 1512,isic1512,645013,,http://sicily.classics.ox.ac.uk/inscription/isic1512,10.5281/zenodo.4386093,,,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication,,,,,,
I.Sicily inscription 1514,isic1514,645014,,http://sicily.classics.ox.ac.uk/inscription/isic1514,10.5281/zenodo.4354251,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1515,isic1515,645015,,http://sicily.classics.ox.ac.uk/inscription/isic1515,10.5281/zenodo.4354255,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1516,isic1516,645016,,http://sicily.classics.ox.ac.uk/inscription/isic1516,10.5281/zenodo.4354259,,333765,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1517,isic1517,645017,,http://sicily.classics.ox.ac.uk/inscription/isic1517,10.5281/zenodo.4354265,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1518,isic1518,645018,,http://sicily.classics.ox.ac.uk/inscription/isic1518,10.5281/zenodo.4354269,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1519,isic1519,645019,,http://sicily.classics.ox.ac.uk/inscription/isic1519,10.5281/zenodo.4354275,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1520,isic1520,645020,,http://sicily.classics.ox.ac.uk/inscription/isic1520,10.5281/zenodo.4354281,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1521,isic1521,645021,,http://sicily.classics.ox.ac.uk/inscription/isic1521,10.5281/zenodo.4354285,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1522,isic1522,645022,,http://sicily.classics.ox.ac.uk/inscription/isic1522,10.5281/zenodo.4354289,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 1523,isic1523,645023,,http://sicily.classics.ox.ac.uk/inscription/isic1523,10.5281/zenodo.4354293,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
